*Loc,Descr,Loc_Type,HIERARCHYLEVEL,UDC_ClusterDescr,UDC_ClusterID,UDC_CountryDescr,UDC_CountryID,UDC_Create_Dtetm,UDC_Level,UDC_RegionDescr,UDC_RegionID,UDC_Update_Dtetm,UDC_AreaID,UDC_AreaDescr,Type,UDC_Delete
114,Co.opMart My Tho,6,STORE,CoopMart,CM,Vietnam,VN,2/10/2020 14:40,1,Mien Tay,MT,6/9/2020 9:29,B,Mien Tay - Khu vuc 1,1,FALSE
11460,100-Cty TNHH MTV TruongDatKieuTrang,1, , , , ,VENDOR,3/6/2024 3:57,1, , ,3/6/2024 3:57, , ,1,FALSE
11659,100-Cty CPTP Richy Mien Nam-NR,1, ,Vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
11681,110-CTY Co Phan P/S,1, ,vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
11741,100-CTY TNHH TMBH Quang Anh,1, ,vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
11773,110-CTy CP SX Nhua Duy Tan,1, ,Vendor,VENDOR, , ,8/12/2021 15:44,1, , ,8/12/2021 15:44, , ,1,FALSE
11777,100-CT CP Nhua Rang Dong Long An-NR,1, ,Vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
11778,110-CtyTNHH WilmarMar.CLV-D.an(MNam,1, ,Vendor,VENDOR,Vietnam,VN,2/10/2020 14:40,1,VENDOR,VEND,6/9/2020 9:29, , ,1,FALSE
11779,001 CtyTNHH WilmarMar CLV D an MBac,1, ,Vendor,VENDOR,Vietnam,VN,,1, , ,, , ,1,FALSE
11780,111-Cty TNHH Wilmar Mar.CLV-Bot mi,1, ,vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
118,Co.opMart Phan Thiet,6,STORE,CoopMart,CM,Vietnam,VN,,1,Mien Dong,MD,,B,Mien Dong,1,FALSE
11805,100-Cty Rehang,1, ,vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
1181,CF P.Thiet Hai Thuong Lan Ong,6,STORE,CoopFood,CF,Vietnam,VN,,1,Mien Dong,MD,,S,PHAN THIET,1,FALSE
1182,CF Phan Thiet-Tu Van Tu,6,STORE,CoopFood,CF,Vietnam,VN,,1,Mien Dong,MD,,S,PHAN THIET,1,FALSE
1183,CF P.Thiet Vo Van Kiet,6,STORE,CoopFood,CF,Vietnam,VN,,1,Mien Dong,MD,,S,PHAN THIET,1,FALSE
11841,130-Cty TNHH Saigon Ve Wong,1, ,Vendor,VENDOR, , ,8/12/2021 15:44,1, , ,8/12/2021 15:44, , ,1,FALSE
11846,110-CTY Song Hang,1, ,vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
119,Co.opMart Long Xuyen,6,STORE,CoopMart,CM,Vietnam,VN,,1,Mien Tay,MT,,B,Mien Tay,1,FALSE
11903,223-Cty CP TMDV SX Hoang Gia An,1, ,Vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
11920,110-CTY TNHH SX TM XNK Thuan An,1, ,vendor,VENDOR,Vietnam,VN,,1,VENDOR,VEND,, , ,1,FALSE
11949,233-Cty CP CBTP Cao Bang,1, , , ,Vendor, ,2/28/2024 14:32,1, , ,2/28/2024 14:32, , ,1,FALSE
120,Co.opMart Vinh Long,6,STORE,CoopMart,CM,Vietnam,VN,,1,Mien Tay,MT,,B,Mien Tay,1,FALSE
12001,CH Co.opFood Ba Lang,6,STORE,CoopFood,CF,Vietnam,VN,1/7/2021 8:42,1,Mien Tay,MT,1/7/2021 8:42,S, ,1,FALSE
12015,100-CTY TNHH TM&CBTP Tien Du,1, ,Vendor,VENDOR, , ,8/12/2021 15:44,1, , ,8/12/2021 15:44, , ,1,FALSE
12051,*233-Cty CP Thuc pham BMQ,1, , , ,Vendor, ,2/28/2024 14:32,1, , ,2/28/2024 14:32, , ,1,FALSE
121,Co.opMart Vi Thanh,6,STORE,CoopMart,CM,Vietnam,VN,,1,Mien Tay,MT,,B,Mien Tay,1,FALSE
12162,233-CtyCP XNK CBTP Hoang T.Huong-TS,1, , , ,Vendor, ,2/28/2024 14:32,1, , ,2/28/2024 14:32, , ,1,FALSE
122,Co.opMart Tuy Hoa,6,STORE,CoopMart,CM,Vietnam,VN,,1,Mien Trung,MTR,,B,Mien Trung,1,FALSE
12201,CH Co.opFood PY Vo Thi Sau,6,STORE,CoopMart,CM,Vietnam,VN,1/7/2021 8:42,1,Trung Bo,MTR,1/7/2021 8:42,S, ,1,FALSE
12202,CH Co.opFood PY Truong Chinh,6,STORE,CoopMart,CM,Vietnam,VN,4/26/2021 12:31,1,Trung Bo,MTR,4/26/2021 12:31,S, ,1,FALSE
12203,CH Co.opFood PY Chi Thanh,6,STORE,CoopMart,CM,Vietnam,VN,4/26/2021 12:31,1,Trung Bo,MTR,4/26/2021 12:31,S, ,1,FALSE
