*Item,Descr,ItemClass,UOM,DefaultUOM,UDC_BuyUOM,UDC_BuyContent,UDC_Weight,UDC_Cube,UnitPrice,PlanLevel,UDC_CategoryDescr,UDC_CategoryID,UDC_ClassDescr,UDC_ClassID,UDC_CREATE_DteTm,UDC_Delete,UDC_DeptDescr,UDC_DeptID,UDC_SubDeptDescr,UDC_SubDeptID,UDC_Update_DteTm,UnitsPerPallet,Vol,Wgt,BRAND,UDC_GOLIVE
3174080,Thanh long kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"6,500.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3174083,Cam sanh Ham Yen kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"15,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3175777,Le Han Quoc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"60,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3176868,Tao Fuji My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"63,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3177315,Tao do My nho kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3177316,Xoai xanh giong Thai kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"38,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3177855,Nho den khong hat dai dac biet,DEFAULT,PIECES,18,KG,1.000,.000,.000,"250,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3177930,Thom do chung trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"20,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3185765,Tao hong My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"90,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3189827,Xoai cat HLoc L1 Kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"80,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3189828,Xoai cat HLoc Kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3192162,Cherry Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"500,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3193356,Oi Phan Rang kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"7,500.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3206389,Quyt tieu,DEFAULT,PIECES,18,KG,1.000,.000,.000,"45,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3208923,Dao Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"210,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3209971,Vu sua tim kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"34,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3213000,Nho den k.hat Nam Phi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"125,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3214324,Mang cau Tay Ninh L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"62,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3214326,Nho do PeRu kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"85,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3214370,Mang cau Tay Ninh kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"49,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3228241,Le mac cop kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"38,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3229901,Nho den k.hat ngon tay My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"150,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3238882,Xoai keo kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"14,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3241828,Tao Ambrosia My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"110,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3244933,Cam canh kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"46,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3245363,Oi Long Khanh kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"11,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3254193,Buoi da xanh bao luoi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"30,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3254313,Tao Pink My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"75,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3254649,Le do vang Nam Phi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"71,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3256956,Coc non giong Thai kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"15,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3256957,Tao Envy kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"185,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3257985,Mit Thai xe mieng kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"20,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3261034,Tao Sonya NewZealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3262906,Cherry Canada kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"410,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3270055,Mit Thai nguyen trai kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"31,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3270097,Cha la My 340g,DEFAULT,PIECES,18,EA,1.000,340.000,.000,"175,000.000",0,Thuc Pham Tuoi Song,1,Mut tet,1,7/19/21 08:15 AM,false,Banh  keo  mut  bo hat,116,Mut  bo hat,15,4/8/24 06:16 AM,1.000,.000,.000,,false
3270098,Cha la My 454g,DEFAULT,PIECES,18,EA,1.000,454.000,.000,"215,000.000",0,Thuc Pham Tuoi Song,1,Mut tet,1,7/19/21 08:15 AM,false,Banh  keo  mut  bo hat,116,Mut  bo hat,15,4/8/24 06:16 AM,1.000,.000,.000,,false
3272952,Cherry Chile kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"380,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3274630,Thom dau rong chung trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"42,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3274631,Du du vang chung kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"25,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3274911,Tao Ambrosia Canada kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"95,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3274914,Tao bi do Phap kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"60,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3274915,Tao xanh Phap kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"75,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3274916,Kiwi xanh Phap kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"75,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3279078,Me Thai COOP 500g,DEFAULT,PIECES,18,EA,1.000,.000,.000,"66,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Sc can kg-dong goi SGC,104,Trai cay cac loai,15,4/8/24 06:16 AM,1.000,.000,.000,,false
3280517,Chuoi Dole L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"30,600.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3282705,Tao Jazz NewZealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"80,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3284080,Trai vai kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"28,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3285004,Dua xiem trai chua got vo-NCC,DEFAULT,PIECES,18,EA,1.000,.000,.000,"13,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3285201,Tao Kiku Newzealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"90,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3286829,Oi gang kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"15,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3292029,Nho do khong hat My L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"130,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3292030,Nho den khong hat My L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"126,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3292031,Nho xanh khong hat My L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"140,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3299320,Tao Jazz My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"90,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3300983,Dua hau hinh thoi vang(trai),DEFAULT,PIECES,18,EA,1.000,.000,.000,"500,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,2/10/22 07:06 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3300984,Dua hau Long Phung(trai),DEFAULT,PIECES,18,EA,1.000,.000,.000,"200,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,1/6/22 07:10 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3301467,Cherry Newzealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"600,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3303551,Tao Kiku My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"78,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3306981,Me Thai COOP 300g,DEFAULT,PIECES,18,EA,1.000,300.000,.000,"39,600.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Sc can kg-dong goi SGC,104,Trai cay cac loai,15,4/8/24 06:16 AM,1.000,.000,.000,,false
3311605,Xoai giong Dai Loan tim kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"36,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3312474,Tao Ambrosia Newzealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"85,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3329462,Dua luoi TAKI kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"29,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3330252,Oi giong DLoan ruot do kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"17,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3333924,Nho do khong hat Nam Phi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"132,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3337610,Tao Envy New Zealand nho kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"100,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3337957,Chanh giong Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"17,000.000",0,Thuc Pham Tuoi Song,1,Cu can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Cu cac loai,5,4/8/24 06:16 AM,1.000,.000,.000,,false
3337959,Dua luoi tron kg-HXUAN,DEFAULT,PIECES,18,KG,1.000,.000,.000,"38,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,11/4/21 06:48 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3338002,Qua Hong Newzealand,DEFAULT,PIECES,18,KG,1.000,.000,.000,"250,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3339255,Cherry do My COOP kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"420,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Sc can kg-dong goi SGC,104,Trai cay cac loai,15,4/8/24 06:16 AM,1.000,.000,.000,,false
3342433,Viet quat(BLUEBERRY) My 125g,DEFAULT,PIECES,18,EA,1.000,125.000,.000,"80,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3347400,Bo Booth giong My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"33,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3350211,Tao bi do My (Organic) kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,11/4/21 06:48 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3350457,Dua luoi vang giong Ha Lan kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"38,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3351112,Cam vang Cao Phong-HBinh kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"28,500.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3352404,Xoai Cat Chu da vang L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"42,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3353528,Viet quat New Zealand hop 125g,DEFAULT,PIECES,18,EA,1.000,.125,.000,"90,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3354914,Dua luoi tron kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"38,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3354915,Nho do Phan Rang kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"46,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3355154,Viet quat New Zealand 125g-TP,DEFAULT,PIECES,18,EA,1.000,.125,.000,"90,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3356191,Buoi Dien (trai),DEFAULT,PIECES,18,EA,1.000,.000,.000,"18,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3357124,Tao ngot Dragon My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"170,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,11/4/21 06:48 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3357326,Cam duong (quyt Tien Vua) kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"45,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3357715,Trai Phat thu,DEFAULT,PIECES,18,EA,1.000,.000,.000,"55,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3357755,Cam Ai Cap kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"65,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3358090,Dua hau vo vang ruot do kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"25,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3358103,Dau Dalat giong N.Zealand nho,DEFAULT,PIECES,18,KG,1.000,.000,.000,"270,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3358109,Buoi da xanh hop 2 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"253,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,4/6/22 06:46 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3358353,Oi Nu Hoang kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"17,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3358354,Cam cara Ai Cap kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3368310,Cherry Canada Coop kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"420,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Sc can kg-dong goi SGC,104,Trai cay cac loai,15,4/8/24 06:16 AM,1.000,.000,.000,,false
