*Item,Descr,ItemClass,UOM,DefaultUOM,UDC_BuyUOM,UDC_BuyContent,UDC_Weight,UDC_Cube,UnitPrice,PlanLevel,UDC_CategoryDescr,UDC_CategoryID,UDC_ClassDescr,UDC_ClassID,UDC_CREATE_DteTm,UDC_Delete,UDC_DeptDescr,UDC_DeptID,UDC_SubDeptDescr,UDC_SubDeptID,UDC_Update_DteTm,UnitsPerPallet,Vol,Wgt,BRAND,UDC_GOLIVE
3065274,Mang cut Cai Mon L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"53,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3065277,Mang cut kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"53,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3065279,Bon Bon Cai Mon kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"43,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3065285,Le xanh My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"90,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3065287,Nho xanh BaMoi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"76,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3065296,Cam Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3065392,Coc cay loai-1,DEFAULT,PIECES,18,KG,1.000,.000,.000,"30,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3070515,Tao xanh giong Thai kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"40,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3071635,Cam sanh loai xo kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"45,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,11/4/21 06:48 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3072852,Trai mo HaNoi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"32,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3075478,Xoai xanh giong Thai L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"23,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3075485,Dua hau k.hat,DEFAULT,PIECES,18,KG,1.000,.000,.000,"14,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3077249,Buoi Phuc Trach kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"35,500.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,11/4/21 06:48 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3077522,Thom trai con vo,DEFAULT,PIECES,18,EA,1.000,.000,.000,"12,500.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3078321,Mang cau L1kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"64,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3078493,Chuoi sap song kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"18,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3079898,Cam Vinh kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"18,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3083668,Nho do khong hat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"130,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3084247,Vu sua kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"29,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3084650,Du du vang loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"10,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090249,Buoi da xanh kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"25,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090252,Coc cay kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"27,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090253,Coc xanh loai 2,DEFAULT,PIECES,18,KG,1.000,.000,.000,"15,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090257,Dua hau do kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"10,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090359,Dua hau tron loai-1,DEFAULT,PIECES,18,KG,1.000,.000,.000,"18,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090364,Long mut kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"24,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090365,Xoai tuong loai2,DEFAULT,PIECES,18,KG,1.000,.000,.000,"24,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090367,Thanh long L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"27,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090858,Buoi duong la cam kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"25,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3090860,Tao xanh My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"59,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3093232,Dua Hoang Kim kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"45,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3093868,Thom trai chung tet,DEFAULT,PIECES,18,EA,1.000,.000,.000,"30,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3095632,Dua dua trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"14,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3095633,Dua trai chung,DEFAULT,PIECES,18,EA,1.000,.000,.000,"12,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3095634,Mang cau ta chung kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"19,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3096247,Mang cau xiem chung kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"48,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3096492,Man do giong Thai kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"23,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3097766,Nho do Uc L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"115,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3100676,Nho do Chile kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"100,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3100848,Dua hau do giong My loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"18,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3101290,Thanh long ruot do L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"23,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3101733,Tao do New Zealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"50,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3104216,Sau rieng Sau Ri L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"94,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105530,Nho do Ba Moi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"55,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105718,Cam My loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"75,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105727,Quyt duong loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"52,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105733,Chuoi cau L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"16,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105739,Chuoi su L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"5,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105742,Long mut loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"27,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105748,Bo sap loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"38,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105752,Vu sua loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"39,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105756,Tao bi do My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"73,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105765,Chom chom nhan kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"42,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105771,Nhan xuong kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"33,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105782,Xoai Cat chu L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"36,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105807,Cam xoan loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"32,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105809,Cam sanh loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"16,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105810,Cam mat loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"22,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3105856,Coc xanh loai 1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"18,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3106523,Man hau kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"42,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3108898,Tao xanh Nam Phi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"55,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,11/4/21 06:48 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3108900,Nho den Ba Moi kg,DEFAULT,PIECES,18,KG,1.000,.000,110.250,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3109734,Chanh kh.hat tui VNam kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"32,000.000",0,Thuc Pham Tuoi Song,1,Cu can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Cu cac loai,5,4/8/24 06:16 AM,1.000,.000,.000,,false
3109735,Kiwi L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,110.250,"75,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3110583,Chuoi gia huong kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"8,500.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3111621,Chanh giay kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"16,000.000",1,Thuc Pham Tuoi Song,1,Cu can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Cu cac loai,5,4/8/24 06:16 AM,1.000,.000,.000,,false
3111849,Le do My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"100,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3118971,Du du tia kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"11,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3119906,Nho xanh khong hat Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"280,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3122035,Dua gang kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"9,500.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3122934,Nho den khong hat Chile kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"140,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3122935,Nho den khong hat Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"95,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3122938,Tao bi do NamPhi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"56,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3122941,Tao Fuji Nam Phi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"55,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3123299,Tao bi do New Zealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"60,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3124727,Nho xanh khong hat NamPhi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"320,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3130455,Nhan da bo kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"24,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3130460,Bo Dakado kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"34,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3132056,Hong don nho kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"30,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3133638,Nho xanh Phan Rang kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"74,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3142835,Nhan Indo kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"42,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3145755,Buoi nam roi L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"33,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3145868,Thom phung trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"30,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3145917,Tao Hong Phan Rang kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"33,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3151973,Xoai giong Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"36,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3153267,Sau rieng Sau Ri dbiet kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"87,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3157509,KiWi vang kg L1,DEFAULT,PIECES,18,KG,1.000,.000,.000,"165,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3157510,KiWi vang New Zealand nho kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"145,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3161693,Tao Fuji New Zealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"50,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3164606,Nhan xuong com vang VT L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"48,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3166896,Cam Cara Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"65,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3167688,Dua dau trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"8,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
